word,cat_bit,dom_bit,pol_code,int_bit,tone_code,morph_bit,ipa_clean,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
きゃんきゃん,4,4128,0,1,1,5,kjaŋkjaŋ,3,7,7,4,7,4,1800.0,7.32,5,12000.0,8.13,7,h,6,#FFD700,86.9,-1.9,87.1,4,5,6,1,REDUP(畳語・同一)
きゃーきゃー,2,9,0,1,1,17,kjaːkjaː,2,5,5,1,8,5,2000.0,7.58,2,14000.0,8.39,5,h,6,#FFB6C1,81.1,28.0,5.0,4,5,6,1,REDUP(畳語・同一)
きゅうきゅう,4,4128,0,1,2,1,kjuukjuu,5,4,7,9,3,3,1500.0,6.86,5,9000.0,7.64,8,c,2,#FFFFE0,99.3,-5.1,14.8,4,5,6,1,REDUP(畳語・同一)
きゅっ,4,8,0,1,1,2,kjuʔ,4,9,9,9,2,2,1800.0,7.32,9,16000.0,8.62,9,c,2,#FFFFFF,100.0,-0.0,0.0,2,5,0,0,Q(促音単発)
きょとん,4,0,0,1,1,4,kjotoŋ,2,7,4,6,8,4,450.0,3.81,7,1500.0,4.6,5,0,4,#FFFFFF,100.0,-0.0,0.0,3,6,0,0,N(撥音単発)
きょろきょろ,4,0,0,1,1,1,kjoɾokjoɾo,2,7,6,4,9,3,500.0,4.07,5,3000.0,5.78,4,0,4,#ADFF2F,92.0,-52.5,81.9,4,5,6,1,REDUP(畳語・同一)
きらきら,4,16,0,1,1,1,kiɾakiɾa,1,6,5,0,9,1,1200.0,6.29,4,10000.0,7.82,2,h,6,#FFD700,86.9,-1.9,87.1,4,5,6,1,REDUP(畳語・同一)
きらっ,4,8,0,1,1,2,kiɾaʔ,1,9,9,1,9,1,1500.0,6.86,9,18000.0,8.82,9,h,6,#FFFFFF,100.0,-0.0,0.0,2,5,0,0,Q(促音単発)
きらり,4,1,0,1,1,8,kiɾaɾi,1,7,8,2,9,2,1300.0,6.49,6,12000.0,8.13,7,h,6,#FFFACD,97.6,-5.4,22.2,4,6,0,0,RI(り単発)
きりきり,20,0,2,1,1,9,kiɾikiɾi,5,8,8,9,2,1,1600.0,7.02,8,14000.0,8.39,8,c,2,#FF4500,57.6,67.8,69.0,4,5,6,1,REDUP(畳語・同一)
きんきらきん,4,4128,0,1,1,4,kiŋkiɾakiŋ,4,6,9,2,2,2,1400.0,6.68,4,11000.0,7.98,9,h,6,#FFD700,86.9,-1.9,87.1,3,6,0,0,N(撥音単発)
きー,2,4136,0,1,1,16,kiː,2,1,8,9,4,1,2800.0,8.44,0,16000.0,8.62,4,c,2,#FFFF00,97.1,-21.6,94.5,2,7,7,1,LONG(長音ー)
きーん,2,0,0,1,1,20,kiːŋ,3,2,9,7,3,2,3000.0,8.61,1,18000.0,8.82,9,c,2,#F0FFFF,98.9,-4.9,-1.7,3,8,5,1,LONG+N(長音+ん)
ぎいぎい,3,512,0,3,2,1,ɡiiɡii,6,4,6,9,3,2,800.0,5.26,2,9000.0,7.64,6,c,2,#556B2F,42.2,-18.8,30.6,4,5,6,1,REDUP(畳語・同一)
ぎくぎく,4,4610,0,3,2,1,ɡikuɡiku,7,7,4,9,4,3,350.0,3.17,7,5000.0,6.65,7,c,2,#696969,44.4,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
ぎくしゃく,4,1,0,3,2,32,ɡikuɕaku,6,7,5,8,5,2,600.0,4.54,7,7000.0,7.22,6,c,2,#708090,52.8,-2.1,-10.6,5,5,5,8,COMPOUND(複合・異種)
ぎくっ,4,0,0,3,2,2,ɡikuʔ,7,9,8,9,4,2,400.0,3.51,9,11000.0,7.98,8,c,2,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぎこぎこ,4,512,0,3,2,1,ɡikoɡiko,6,6,6,8,3,1,500.0,4.07,6,7500.0,7.33,6,mc,3,#8B4513,37.5,26.4,41.0,4,5,6,1,REDUP(畳語・同一)
ぎざぎざ,4,4128,0,2,2,1,ɡizaɡiza,5,5,7,8,4,2,900.0,5.56,5,9000.0,7.64,7,c,2,#778899,55.9,-2.2,-11.1,4,5,6,1,REDUP(畳語・同一)
ぎしぎし,4,0,0,3,2,1,ɡiɕiɡiɕi,6,7,6,9,3,2,1000.0,5.83,7,10000.0,7.82,7,c,2,#556B2F,42.2,-18.8,30.6,4,5,6,1,REDUP(畳語・同一)
ぎすぎす,4,16384,0,3,2,1,ɡisuɡisu,5,4,5,9,6,1,1200.0,6.29,5,8000.0,7.44,5,c,2,#808080,53.6,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
ぎちぎち,4,513,0,3,2,1,ɡitɕiɡitɕi,7,8,8,9,2,2,1100.0,6.07,8,11000.0,7.98,9,c,2,#2F4F4F,31.3,-11.7,-3.7,4,5,6,1,REDUP(畳語・同一)
ぎとぎと,4,1,0,3,2,1,ɡitoɡito,6,3,2,7,5,9,180.0,1.49,2,1200.0,4.22,9,mh,5,#4B3621,24.5,6.4,16.8,4,5,6,1,REDUP(畳語・同一)
ぎゃふん,4,0,0,3,2,4,ɡjaɸuŋ,6,8,9,8,4,5,300.0,2.78,8,4000.0,6.27,9,mc,3,#000000,0.0,0.0,0.0,3,6,0,0,N(撥音単発)
ぎゃーぎゃー,1,1,0,2,2,17,ɡjaːɡjaː,7,5,6,2,6,5,1200.0,6.29,2,9000.0,7.64,7,h,6,#FF4500,57.6,67.8,69.0,4,5,6,1,REDUP(畳語・同一)
ぎゅうぎゅう,4,0,0,3,2,1,ɡjuuɡjuu,8,4,8,9,3,3,400.0,3.51,4,4000.0,6.27,9,mc,3,#8B0000,28.1,51.0,41.3,4,5,6,1,REDUP(畳語・同一)
ぎゅっ,4,4128,0,2,2,2,ɡjuʔ,7,9,9,9,3,2,500.0,4.07,9,12000.0,8.13,9,mc,3,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぎょっ,4,520,0,2,2,2,ɡjoʔ,8,9,8,9,4,4,300.0,2.78,9,10000.0,7.82,8,c,2,#FF0000,53.2,80.1,67.2,2,5,0,0,Q(促音単発)
ぎょろぎょろ,4,4130,0,3,2,1,ɡjoɾoɡjoɾo,5,6,7,4,7,7,250.0,2.32,5,2500.0,5.47,6,mc,3,#006400,36.2,-43.4,41.9,4,5,6,1,REDUP(畳語・同一)
ぎらぎら,4,0,0,3,2,1,ɡiɾaɡiɾa,6,5,7,1,7,3,1100.0,6.07,3,9000.0,7.64,7,hhh,8,#FFD700,86.9,-1.9,87.1,4,5,6,1,REDUP(畳語・同一)
ぎりぎり,4,0,0,3,2,9,ɡiɾiɡiɾi,7,7,8,9,3,1,950.0,5.7,7,11000.0,7.98,8,c,2,#FF0000,53.2,80.1,67.2,4,5,6,1,REDUP(畳語・同一)
ぎー,3,520,0,2,2,16,ɡiː,6,2,7,9,3,2,700.0,4.93,0,8000.0,7.44,7,c,2,#556B2F,42.2,-18.8,30.6,2,7,7,1,LONG(長音ー)
くうくう,4,16385,0,1,2,1,kuukuu,2,2,1,3,9,6,280.0,2.61,2,400.0,2.35,2,mh,5,#F5F5DC,95.9,-4.2,12.0,4,5,6,1,REDUP(畳語・同一)
くさくさ,4,0,0,1,1,1,kusakusa,4,3,2,7,8,2,800.0,5.26,4,3000.0,5.78,4,c,2,#556B2F,42.2,-18.8,30.6,4,5,6,1,REDUP(畳語・同一)
くしゃくしゃ,4,0,0,1,1,1,kuɕakuɕa,3,7,5,4,6,3,1500.0,6.86,6,9000.0,7.64,6,mc,3,#D2B48C,75.0,5.0,24.4,4,5,6,1,REDUP(畳語・同一)
くすくす,4,0,0,1,1,1,kusukusu,1,5,2,6,9,3,1100.0,6.07,5,4000.0,6.27,3,mh,5,#FFFACD,97.6,-5.4,22.2,4,5,6,1,REDUP(畳語・同一)
くたくた,4,1,0,1,1,1,kutakuta,6,3,1,4,8,7,220.0,2.0,3,800.0,3.53,4,mh,5,#D3D3D3,84.6,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
くだくだ,4,1,0,3,2,1,kudakuda,5,2,2,6,6,7,180.0,1.49,2,600.0,3.04,5,mc,3,#808080,53.6,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
くちゃくちゃ,4,0,0,1,1,1,kutɕakutɕa,4,6,4,5,7,9,450.0,3.81,5,1500.0,4.6,9,mc,3,#8B4513,37.5,26.4,41.0,4,5,6,1,REDUP(畳語・同一)
くっきり,4,0,0,1,1,10,kukkiɾi,3,8,9,7,4,1,650.0,4.74,8,7000.0,7.22,8,0,4,#000000,0.0,0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
くっくっ,4,8,0,1,1,3,kukkuʔ,2,9,5,8,5,4,500.0,4.07,9,6000.0,6.95,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
くどくど,2,513,0,3,2,1,kudokudo,6,2,3,7,5,8,160.0,1.19,2,500.0,2.73,7,mc,3,#4B0082,20.5,51.7,-53.3,4,5,6,1,REDUP(畳語・同一)
くにゃくにゃ,4,1,0,1,1,1,kuɲakuɲa,2,3,1,3,9,8,250.0,2.32,2,1200.0,4.22,5,mh,5,#FFDAB9,89.4,8.1,21.0,4,5,6,1,REDUP(畳語・同一)
くねくね,4,2,0,1,1,1,kunekune,3,3,2,3,9,7,280.0,2.61,1,900.0,3.73,5,mc,3,#ADFF2F,92.0,-52.5,81.9,4,5,6,1,REDUP(畳語・同一)
くやくや,4,1,0,1,1,1,kujakuja,3,4,2,5,8,6,300.0,2.78,3,1100.0,4.07,5,mc,3,#708090,52.8,-2.1,-10.6,4,5,6,1,REDUP(畳語・同一)
くよくよ,4,0,0,1,1,1,kujokujo,4,2,1,7,7,6,250.0,2.32,2,800.0,3.53,6,c,2,#4682B4,52.5,-4.1,-32.2,4,5,6,1,REDUP(畳語・同一)
くらくら,4,1,0,1,1,1,kuɾakuɾa,4,5,2,2,9,5,350.0,3.17,4,2500.0,5.47,4,mc,3,#FFFFFF,100.0,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
くりくり,4,11,0,1,1,9,kuɾikuɾi,2,7,7,3,7,4,600.0,4.54,5,3500.0,6.04,5,mc,3,#F5DEB3,89.4,1.5,24.0,4,5,6,1,REDUP(畳語・同一)
くるくる,4,3,1,1,1,1,kuɾukuɾu,2,6,4,1,9,3,480.0,3.97,4,4000.0,6.27,3,mc,3,#87CEEB,79.2,-14.8,-21.3,4,5,6,1,REDUP(畳語・同一)
くるっ,4,0,0,1,1,2,kuɾuʔ,2,9,8,5,7,2,550.0,4.32,9,12000.0,8.13,8,0,4,#FFFFFF,100.0,-0.0,0.0,2,5,0,0,Q(促音単発)
くるり,4,1,0,1,1,8,kuɾuɾi,2,6,6,2,9,3,500.0,4.07,5,3500.0,6.04,4,mc,3,#F0F8FF,97.2,-1.3,-4.3,4,6,0,0,RI(り単発)
くんくん,4,4128,0,1,1,5,kuŋkuŋ,3,5,8,6,5,5,300.0,2.78,4,1000.0,3.91,6,mh,5,#D2B48C,75.0,5.0,24.4,4,5,6,1,REDUP(畳語・同一)
ぐいぐい,4,4128,0,3,2,1,ɡuiɡui,7,7,9,4,5,5,350.0,3.17,5,5500.0,6.81,8,h,6,#FF4500,57.6,67.8,69.0,4,5,6,1,REDUP(畳語・同一)
ぐうぐう,2,4096,0,3,2,1,ɡuuɡuu,6,2,2,2,6,7,150.0,1.03,1,600.0,3.04,7,mh,5,#483D8B,30.8,26.1,-42.1,4,5,6,1,REDUP(畳語・同一)
ぐしゃぐしゃ,4,0,0,3,2,1,ɡuɕaɡuɕa,6,7,3,4,6,8,400.0,3.51,6,8000.0,7.44,9,mc,3,#8B4513,37.5,26.4,41.0,4,5,6,1,REDUP(畳語・同一)
ぐずぐず,4,8,0,2,2,1,ɡuzuɡuzu,6,2,1,9,4,8,180.0,1.49,3,500.0,2.73,8,c,2,#556B2F,42.2,-18.8,30.6,4,5,6,1,REDUP(畳語・同一)
ぐちゃぐちゃ,4,0,0,3,2,1,ɡutɕaɡutɕa,6,6,3,5,6,9,320.0,2.94,5,2500.0,5.47,9,mc,3,#4B3621,24.5,6.4,16.8,4,5,6,1,REDUP(畳語・同一)
ぐっしょり,4,0,0,3,2,10,ɡuɕɕoɾi,5,4,3,3,7,9,280.0,2.61,6,1200.0,4.22,9,mh,5,#000080,13.0,47.5,-64.7,5,5,5,8,COMPOUND(複合・異種)
ぐっすり,4,0,0,3,2,10,ɡussuɾi,4,2,2,0,8,5,250.0,2.32,5,800.0,3.53,4,mh,5,#191970,15.9,31.7,-49.6,5,5,5,8,COMPOUND(複合・異種)
ぐったり,4,0,0,3,2,10,ɡuttaɾi,8,3,1,4,7,7,180.0,1.49,7,500.0,2.73,6,c,2,#708090,52.8,-2.1,-10.6,5,5,5,8,COMPOUND(複合・異種)
ぐつぐつ,6,0,0,3,2,1,ɡutsuɡutsu,6,5,6,7,7,9,220.0,2.0,5,3000.0,5.78,9,hh,7,#FF4500,57.6,67.8,69.0,4,5,6,1,REDUP(畳語・同一)
ぐにゃぐにゃ,4,16385,0,3,2,1,ɡuɲaɡuɲa,5,4,1,4,8,9,200.0,1.75,3,1100.0,4.07,7,mh,5,#ADFF2F,92.0,-52.5,81.9,4,5,6,1,REDUP(畳語・同一)
ぐにゃり,4,3,0,3,2,8,ɡuɲaɾi,6,6,4,5,7,8,240.0,2.22,6,1800.0,4.91,7,mc,3,#9ACD32,76.5,-38.0,66.6,4,6,0,0,RI(り単発)
ぐびりぐびり,4,16385,0,3,2,9,ɡubiɾiɡubiɾi,6,6,7,5,5,8,260.0,2.42,6,2200.0,5.25,8,mc,3,#4169E1,47.8,26.3,-65.3,4,5,6,1,REDUP(畳語・同一)
ぐらぐら,12,2048,2,3,2,1,ɡuɾaɡuɾa,7,5,3,3,8,4,220.0,2.0,4,3500.0,6.04,6,mc,3,#808080,53.6,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
ぐらっ,4,520,0,3,2,2,ɡuɾaʔ,8,9,7,6,7,3,250.0,2.32,9,10000.0,7.82,8,mc,3,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぐりぐり,4,4128,0,3,2,9,ɡuɾiɡuɾi,7,7,8,8,3,4,320.0,2.94,6,5000.0,6.65,8,mc,3,#8B4513,37.5,26.4,41.0,4,5,6,1,REDUP(畳語・同一)
ぐるぐる,4,2,0,3,2,1,ɡuɾuɡuɾu,5,5,4,2,9,3,300.0,2.78,4,4500.0,6.47,5,mc,3,#4682B4,52.5,-4.1,-32.2,4,5,6,1,REDUP(畳語・同一)
ぐるっ,4,2,0,3,2,2,ɡuɾuʔ,6,9,8,6,7,2,400.0,3.51,9,11000.0,7.98,9,mc,3,#FFFFFF,100.0,-0.0,0.0,2,5,0,0,Q(促音単発)
ぐるり,4,4129,0,3,2,8,ɡuɾuɾi,5,6,7,3,8,3,380.0,3.38,5,3800.0,6.18,7,mc,3,#708090,52.8,-2.1,-10.6,4,6,0,0,RI(り単発)
ぐん,4,0,0,2,2,4,ɡuŋ,8,8,9,6,4,4,280.0,2.61,8,7000.0,7.22,9,mc,3,#000080,13.0,47.5,-64.7,3,6,0,0,N(撥音単発)
ぐんぐん,4,0,0,2,2,5,ɡuŋɡuŋ,7,7,9,4,5,5,320.0,2.94,5,6000.0,6.95,9,h,6,#1E90FF,59.4,10.0,-63.4,4,5,6,1,REDUP(畳語・同一)
ぐんなり,4,0,0,3,2,12,ɡunnaɾi,7,3,2,5,7,8,200.0,1.75,6,800.0,3.53,7,mc,3,#696969,44.4,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
ぐーすか,4,1,0,3,2,16,ɡuːsuka,5,2,2,1,7,4,450.0,3.81,2,900.0,3.73,4,mh,5,#FFE4E1,92.7,8.7,4.8,5,5,5,8,COMPOUND(複合・異種)
けいけい,4,4136,0,1,1,1,keikei,3,6,7,6,6,2,1500.0,6.86,4,11000.0,7.98,6,h,6,#FFFF00,97.1,-21.6,94.5,4,5,6,1,REDUP(畳語・同一)
けざけざ,4,1,0,3,2,1,kezakeza,4,5,6,7,4,1,900.0,5.56,5,8000.0,7.44,7,c,2,#778899,55.9,-2.2,-11.1,4,5,6,1,REDUP(畳語・同一)
けたけた,4,9,0,1,1,1,ketaketa,2,8,6,3,8,3,700.0,4.93,7,5500.0,6.81,5,h,6,#FFD700,86.9,-1.9,87.1,4,5,6,1,REDUP(畳語・同一)
けちょんけちょん,4,0,0,1,1,5,ketɕoŋketɕoŋ,5,8,9,7,3,4,550.0,4.32,8,6500.0,7.09,9,c,2,#8B0000,28.1,51.0,41.3,4,5,6,1,REDUP(畳語・同一)
けばけば,4,0,0,3,2,1,kebakeba,4,5,6,4,6,3,800.0,5.26,4,9000.0,7.64,7,h,6,#FF00FF,60.3,98.2,-60.8,4,5,6,1,REDUP(畳語・同一)
けらけら,4,1,1,1,1,1,keɾakeɾa,2,7,4,1,9,2,650.0,4.74,5,4000.0,6.27,4,h,6,#FFFFE0,99.3,-5.1,14.8,4,5,6,1,REDUP(畳語・同一)
けろけろ,4,1,0,1,1,1,keɾokeɾo,3,6,4,2,8,4,500.0,4.07,4,3000.0,5.78,5,mh,5,#00FF00,87.7,-86.2,83.2,4,5,6,1,REDUP(畳語・同一)
げたげた,4,1,0,3,2,1,ɡetaɡeta,6,7,5,3,7,4,400.0,3.51,6,4500.0,6.47,6,h,6,#DAA520,70.8,8.5,68.8,4,5,6,1,REDUP(畳語・同一)
げっそり,4,8,0,3,2,10,ɡessoɾi,7,6,4,8,5,2,350.0,3.17,7,2000.0,5.09,5,cc,1,#A9A9A9,69.2,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
げらげら,1,0,0,3,2,1,ɡeɾaɡeɾa,5,6,5,1,9,4,420.0,3.63,3,3500.0,6.04,6,h,6,#FFA500,74.9,23.9,78.9,4,5,6,1,REDUP(畳語・同一)
げろげろ,4,1,0,3,2,1,ɡeɾoɡeɾo,6,4,3,4,8,9,220.0,2.0,3,1800.0,4.91,9,mc,3,#32CD32,72.6,-67.1,61.4,4,5,6,1,REDUP(畳語・同一)
げんなり,2,1,2,3,2,12,ɡennaɾi,7,3,2,6,6,7,180.0,1.49,7,600.0,3.04,7,c,2,#483D8B,30.8,26.1,-42.1,5,5,5,8,COMPOUND(複合・異種)
げーげー,2,8,0,2,2,17,ɡeːɡeː,7,4,4,3,6,8,200.0,1.75,1,1200.0,4.22,8,c,2,#556B2F,42.2,-18.8,30.6,4,5,6,1,REDUP(畳語・同一)
こけこっこー,2,4136,0,1,1,18,kokekokkoː,4,7,8,2,5,2,800.0,5.26,3,8000.0,7.44,7,h,6,#FF0000,53.2,80.1,67.2,2,7,7,1,LONG(長音ー)
こそこそ,4,0,0,1,1,1,kosokoso,1,5,2,9,7,2,900.0,5.56,5,4000.0,6.27,3,c,2,#2F4F4F,31.3,-11.7,-3.7,4,5,6,1,REDUP(畳語・同一)
こちこち,4,0,0,1,1,1,kotɕikotɕi,5,8,8,9,1,1,1200.0,6.29,8,9000.0,7.64,9,cc,1,#B0E0E6,86.1,-14.1,-8.0,4,5,6,1,REDUP(畳語・同一)
こっくり,4,8,0,1,1,10,kokkuɾi,4,7,5,6,6,4,350.0,3.17,8,1500.0,4.6,5,mh,5,#DEB887,77.0,7.0,30.0,5,5,5,8,COMPOUND(複合・異種)
こっそり,4,0,0,1,1,10,kossoɾi,2,6,4,9,7,3,800.0,5.26,7,5000.0,6.65,4,c,2,#000000,0.0,0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
こってり,4,257,0,1,1,10,kotteɾi,6,3,4,7,4,9,240.0,2.22,6,800.0,3.53,9,mh,5,#DAA520,70.8,8.5,68.8,5,5,5,8,COMPOUND(複合・異種)
こつこつ,4,0,0,1,1,1,kotsukotsu,4,7,7,6,2,2,550.0,4.32,7,5000.0,6.65,7,mc,3,#8B4513,37.5,26.4,41.0,4,5,6,1,REDUP(畳語・同一)
こつん,2,520,0,1,1,4,kotsuŋ,5,9,8,7,2,3,450.0,3.81,9,8000.0,7.44,8,mc,3,#A0522D,43.8,29.3,35.6,3,6,0,0,N(撥音単発)
ことこと,2,513,0,1,1,1,kotokoto,3,6,5,5,3,4,300.0,2.78,6,3000.0,5.78,5,mh,5,#CD853F,61.8,21.4,47.9,4,5,6,1,REDUP(畳語・同一)
ことん,2,8,0,1,1,4,kotoŋ,4,8,7,6,3,5,250.0,2.32,8,2500.0,5.47,7,mc,3,#696969,44.4,-0.0,0.0,3,6,0,0,N(撥音単発)
こりこり,4,16384,0,1,1,9,koɾikoɾi,3,7,6,7,3,1,1100.0,6.07,7,7000.0,7.22,6,c,2,#F5DEB3,89.4,1.5,24.0,4,5,6,1,REDUP(畳語・同一)
ころころ,4,3,0,1,1,1,koɾokoɾo,2,6,3,2,8,3,480.0,3.97,4,4000.0,6.27,3,mc,3,#F5F5F5,96.5,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
ころり,12,2057,0,1,1,8,koɾoɾi,2,7,6,4,8,4,450.0,3.81,6,3000.0,5.78,5,mc,3,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
こんがり,4,277,0,3,2,12,koŋɡaɾi,4,4,6,5,4,2,380.0,3.38,4,1800.0,4.91,7,hh,7,#D2691E,56.0,37.1,56.7,5,5,5,8,COMPOUND(複合・異種)
こんこん,4,20513,0,1,1,5,koŋkoŋ,4,7,7,5,3,4,320.0,2.94,5,4500.0,6.47,8,mc,3,#A9A9A9,69.2,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
こんもり,4,0,0,1,1,12,kommoɾi,5,2,2,4,6,7,180.0,1.49,3,400.0,2.35,8,mc,3,#228B22,50.6,-49.6,45.0,5,5,5,8,COMPOUND(複合・異種)
ごくごく,2,16384,0,3,2,1,ɡokuɡoku,6,6,6,5,6,9,200.0,1.75,6,1500.0,4.6,9,mc,3,#4169E1,47.8,26.3,-65.3,4,5,6,1,REDUP(畳語・同一)
ごくん,4,8,0,3,2,4,ɡokuŋ,7,9,8,8,5,8,160.0,1.19,9,6000.0,6.95,9,mh,5,#000080,13.0,47.5,-64.7,3,6,0,0,N(撥音単発)
ごしごし,4,4128,0,3,2,1,ɡoɕiɡoɕi,7,7,7,8,4,2,700.0,4.93,6,9000.0,7.64,7,h,6,#708090,52.8,-2.1,-10.6,4,5,6,1,REDUP(畳語・同一)
ごそごそ,2,512,0,3,2,1,ɡosoɡoso,5,5,3,6,6,1,450.0,3.81,5,7500.0,7.33,6,mc,3,#556B2F,42.2,-18.8,30.6,4,5,6,1,REDUP(畳語・同一)
ごたごた,4,0,0,3,2,1,ɡotaɡota,6,5,3,5,6,5,280.0,2.61,4,5500.0,6.81,8,mc,3,#808080,53.6,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
ごちごち,4,1,0,3,2,1,ɡotɕiɡotɕi,8,8,8,9,0,1,1000.0,5.83,8,9500.0,7.74,9,cc,1,#696969,44.4,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
ごちゃごちゃ,4,0,0,3,2,1,ɡotɕaɡotɕa,6,6,3,4,5,7,350.0,3.17,4,7000.0,7.22,9,mc,3,#4B3621,24.5,6.4,16.8,4,5,6,1,REDUP(畳語・同一)
ごっそり,4,1,0,3,2,10,ɡossoɾi,7,6,5,3,6,5,300.0,2.78,7,2500.0,5.47,8,mc,3,#DAA520,70.8,8.5,68.8,5,5,5,8,COMPOUND(複合・異種)
ごつごつ,4,1,0,3,2,1,ɡotsuɡotsu,8,7,7,8,1,1,350.0,3.17,7,6500.0,7.09,9,c,2,#8B4513,37.5,26.4,41.0,4,5,6,1,REDUP(畳語・同一)
ごつん,2,0,0,3,2,4,ɡotsuŋ,9,9,9,9,1,3,280.0,2.61,9,11000.0,7.98,9,mc,3,#8B0000,28.1,51.0,41.3,3,6,0,0,N(撥音単発)
ごてごて,4,0,0,3,2,1,ɡoteɡote,6,3,4,6,5,8,240.0,2.22,3,3000.0,5.78,8,mc,3,#800080,29.8,58.9,-36.5,4,5,6,1,REDUP(畳語・同一)
ごとごと,2,4610,0,3,2,1,ɡotoɡoto,7,5,5,5,3,4,220.0,2.0,5,4500.0,6.47,7,mc,3,#2F4F4F,31.3,-11.7,-3.7,4,5,6,1,REDUP(畳語・同一)
ごとん,2,512,0,3,2,4,ɡotoŋ,8,8,9,8,2,5,180.0,1.49,8,5000.0,6.65,9,mc,3,#000000,0.0,0.0,0.0,3,6,0,0,N(撥音単発)
ごにょごにょ,1,1,0,3,2,1,ɡoɲoɡoɲo,4,3,1,8,7,8,150.0,1.03,4,400.0,2.35,6,mc,3,#708090,52.8,-2.1,-10.6,4,5,6,1,REDUP(畳語・同一)
ごほんごほん,4,16384,0,3,2,5,ɡohoŋɡohoŋ,6,7,7,7,5,4,250.0,2.32,6,2500.0,5.47,8,h,6,#A52A2A,37.5,49.7,30.5,4,5,6,1,REDUP(畳語・同一)
ごりごり,4,1,0,3,2,9,ɡoɾiɡoɾi,7,8,8,8,2,1,450.0,3.81,7,10000.0,7.82,8,c,2,#556B2F,42.2,-18.8,30.6,4,5,6,1,REDUP(畳語・同一)
ごろごろ,6,4096,0,3,2,1,ɡoɾoɡoɾo,6,4,2,2,8,3,200.0,1.75,3,3500.0,6.04,7,mc,3,#8B4513,37.5,26.4,41.0,4,5,6,1,REDUP(畳語・同一)
ごわごわ,4,16385,0,3,2,1,ɡowaɡowa,5,4,4,7,4,1,380.0,3.38,4,8500.0,7.55,6,c,2,#D2B48C,75.0,5.0,24.4,4,5,6,1,REDUP(畳語・同一)
ごんごん,2,0,0,2,2,5,ɡoŋɡoŋ,8,7,9,6,2,4,250.0,2.32,5,5500.0,6.81,9,h,6,#8B0000,28.1,51.0,41.3,4,5,6,1,REDUP(畳語・同一)
ごーごー,2,4105,0,2,2,17,ɡoːɡoː,7,2,4,1,8,4,150.0,1.03,0,6000.0,6.95,8,mc,3,#4682B4,52.5,-4.1,-32.2,4,5,6,1,REDUP(畳語・同一)
さくさく,6,16384,1,1,1,1,sakusaku,2,7,6,2,4,1,1200.0,6.29,6,8000.0,7.44,4,c,2,#F5DEB3,89.4,1.5,24.0,4,5,6,1,REDUP(畳語・同一)
さくり,2,0,0,1,1,8,sakuɾi,2,6,8,4,5,2,1000.0,5.83,7,6000.0,6.95,6,c,2,#FFF8DC,97.5,-2.2,14.3,4,6,0,0,RI(り単発)
さっさ,2,3,0,1,1,2,sassa,1,8,7,0,8,2,900.0,5.56,8,12000.0,8.13,5,h,6,#FFFFFF,100.0,-0.0,0.0,2,5,0,0,Q(促音単発)
さっぱり,4,0,0,5,1,10,sappaɾi,1,8,9,2,9,3,850.0,5.42,7,9000.0,7.64,4,h,6,#E0FFFF,97.9,-9.9,-3.4,5,5,5,8,COMPOUND(複合・異種)
さばさば,3,65,0,3,2,1,sabasaba,3,5,5,1,8,5,400.0,3.51,3,4000.0,6.27,3,mh,5,#F0F8FF,97.2,-1.3,-4.3,4,5,6,1,REDUP(畳語・同一)
さめざめ,2,8,0,3,2,32,samezame,4,2,2,6,7,8,280.0,2.61,2,1500.0,4.6,5,c,2,#708090,52.8,-2.1,-10.6,5,5,5,8,COMPOUND(複合・異種)
さらさら,4,1,0,1,1,1,saɾasaɾa,1,3,2,0,9,1,600.0,4.54,4,1200.0,4.22,2,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
さらり,2,3,0,1,1,8,saɾaɾi,1,5,6,1,9,2,700.0,4.93,5,2000.0,5.09,3,h,6,#F0FFFF,98.9,-4.9,-1.7,4,6,0,0,RI(り単発)
